Date,Weight,Fat mass,Comments
6/20/14 6:12,174.8,39.2,
6/19/14 5:55,174.2,39.6,
6/18/14 6:23,174.2,38.4,
6/17/14 5:55,174.9,38.5,
6/16/14 5:45,176.8,37.9,
6/14/14 8:02,175.9,38.6,
6/12/14 4:38,175.4,39.3,
6/11/14 5:52,176.4,39.8,
6/10/14 6:40,176.3,40.1,
6/9/14 7:08,177.5,38.5,
6/2/14 6:08,176.3,39.8,
5/30/14 7:02,177.1,39.5,
5/29/14 6:38,174.5,38.3,
5/28/14 6:03,175.5,37,
5/27/14 6:41,175.5,37.7,
5/23/14 7:00,175.9,38.5,
5/21/14 6:09,175.5,38.6,
5/20/14 6:42,174.6,37.9,
5/19/14 6:46,175.5,38.1,
5/18/14 8:00,175.9,38.8,
5/15/14 6:40,176.1,39,
5/9/14 6:30,175.6,39.1,
5/8/14 6:16,174.7,38.2,
5/7/14 5:55,175.5,38.8,
5/6/14 6:12,174.8,40,
5/5/14 5:56,176.1,38.8,
5/2/14 6:01,176.5,39.1,
4/30/14 6:05,176.7,40.7,
4/29/14 6:25,175.3,39.1,
4/28/14 5:56,175.9,38.8,
4/24/14 5:59,175.9,40,
4/23/14 5:51,174.4,39.2,
4/22/14 6:14,174.7,39.9,
4/20/14 6:16,176,38.5,
4/4/14 6:52,175.2,38.8,
4/3/14 6:14,175.5,40,
4/2/14 6:06,175.5,38.4,
4/1/14 6:11,176.7,39,
3/31/14 6:15,176.6,37.4,
3/30/14 7:56,175.6,39.4,
3/29/14 8:35,175.5,39.5,
3/28/14 6:14,176.8,40.3,
3/27/14 6:19,177.9,40.2,
3/27/14 6:18,178.5,40.4,
3/26/14 6:17,176.6,39.6,
3/25/14 6:16,176.5,40.8,
3/24/14 5:56,176.7,38.5,
3/21/14 6:12,175.3,39.9,
3/20/14 6:17,176.3,39.2,
3/18/14 6:12,177,39,
3/17/14 6:07,176.4,38.6,
3/13/14 6:18,174.8,38.6,
3/12/14 6:17,174.8,38.5,
3/11/14 6:12,175.7,38.2,
3/10/14 6:11,176.9,39.7,
3/9/14 8:19,175.8,38.8,
3/7/14 6:12,176.5,39,
3/6/14 6:19,175.6,38.9,
3/5/14 6:09,175.4,39.2,
1/31/14 6:13,173.1,39.6,
1/30/14 6:56,173.3,38.6,
1/29/14 6:11,173,38.8,
1/28/14 6:18,172.8,38.7,
1/27/14 6:17,172.7,38.9,
1/24/14 6:14,174.5,39.9,
1/23/14 6:07,174.1,40.2,
1/22/14 7:44,174.7,39.9,
1/21/14 6:09,174.5,39.7,
1/20/14 5:59,175.6,39.6,
1/19/14 8:24,175.6,39,
1/18/14 8:42,176.1,39.2,
1/17/14 6:04,175.2,38.7,
1/16/14 6:45,174.1,38.9,
1/15/14 6:10,174.7,38.5,
1/14/14 6:08,176,39.3,
1/13/14 6:09,174.5,38.5,
1/10/14 6:00,174.4,38.5,
1/9/14 6:10,173.2,38.2,
1/8/14 5:59,172.5,37.6,
1/7/14 6:03,172.4,37.5,
1/6/14 5:35,174.5,37.7,
1/5/14 7:50,174.6,37.6,
1/3/14 9:47,175,38.5,
12/31/13 11:09,173.2,37.5,
12/30/13 11:38,173.1,37.3,
12/30/13 11:31,173.8,37.6,
12/13/13 6:01,170.4,38.5,
12/12/13 6:21,169.9,37.6,
12/10/13 6:47,170.5,36.9,
12/9/13 6:50,170.4,35.7,
12/6/13 8:48,169.8,38.6,
12/4/13 5:51,174.3,38.1,
12/2/13 6:36,174.1,38.7,
11/20/13 6:44,172.8,38.2,
11/13/13 6:21,173.8,39.6,
11/12/13 6:17,172.8,37.9,
11/11/13 6:12,174.3,37.4,
11/7/13 7:20,172.6,38.5,
11/4/13 6:11,172.3,36.6,
10/29/13 6:27,172.1,37.7,
10/28/13 6:20,172.6,37.7,
10/24/13 6:04,173,36.8,
10/21/13 5:57,173.1,37.3,
10/17/13 6:07,171.7,37.4,
10/16/13 5:53,171.7,36.5,
10/14/13 6:04,172,36.6,
10/9/13 6:31,171,38.1,
10/8/13 6:13,171.5,37.6,
10/7/13 6:13,172,35.4,
10/3/13 6:26,171.4,37,
10/2/13 6:10,171.7,36.9,
10/1/13 6:09,172.1,36,
9/30/13 6:22,171.3,35.3,
9/29/13 6:05,171.4,37.5,
9/28/13 9:40,170.2,37.5,
9/27/13 5:46,170.7,36.5,
9/26/13 6:04,170.3,36,
9/25/13 6:38,171.5,36,
9/23/13 6:28,171.5,36.1,
